dummy_visa_user,0000-0000-0000-0000,三井住友カードＶＩＳＡ（ＮＬ）
2026/06/08,Amazon,3600,1回,3600,国内,DUMMY-20M01-016
2026/06/10,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M01-017
2026/06/12,ビックカメラ,7800,1回,7800,国内,DUMMY-20M01-018
2026/06/09,Amazon,3600,1回,3600,国内,DUMMY-20M02-015
2026/06/11,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M02-016
2026/06/13,ビックカメラ,7800,1回,7800,国内,DUMMY-20M02-017
2026/06/10,Amazon,3600,1回,3600,国内,DUMMY-20M03-014
2026/06/12,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M03-015
2026/06/14,ビックカメラ,7800,1回,7800,国内,DUMMY-20M03-016
2026/06/11,Amazon,3600,1回,3600,国内,DUMMY-20M04-013
2026/06/13,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M04-014
2026/06/15,ビックカメラ,7800,1回,7800,国内,DUMMY-20M04-015
2026/06/12,Amazon,3600,1回,3600,国内,DUMMY-20M05-012
2026/06/14,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M05-013
2026/06/16,ビックカメラ,7800,1回,7800,国内,DUMMY-20M05-014
2026/06/13,Amazon,3600,1回,3600,国内,DUMMY-20M06-011
2026/06/15,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M06-012
2026/06/17,ビックカメラ,7800,1回,7800,国内,DUMMY-20M06-013
2026/06/14,Amazon,3600,1回,3600,国内,DUMMY-20M07-010
2026/06/16,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M07-011
2026/06/18,ビックカメラ,7800,1回,7800,国内,DUMMY-20M07-012
2026/06/26,Amazon,3600,1回,3600,国内,DUMMY-20M07-030
2026/06/28,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M07-031
2026/06/02,ビックカメラ,4800,1回,4800,国内,DUMMY-20M07-032
2026/06/15,Amazon,3600,1回,3600,国内,DUMMY-20M08-009
2026/06/17,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M08-010
2026/06/19,ビックカメラ,7800,1回,7800,国内,DUMMY-20M08-011
2026/06/16,Amazon,3600,1回,3600,国内,DUMMY-20M09-008
2026/06/18,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M09-009
2026/06/20,ビックカメラ,7800,1回,7800,国内,DUMMY-20M09-010
2026/06/28,Amazon,3600,1回,3600,国内,DUMMY-20M09-028
2026/06/02,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M09-029
2026/06/04,ビックカメラ,4800,1回,4800,国内,DUMMY-20M09-030
2026/06/17,Amazon,3600,1回,3600,国内,DUMMY-20M10-007
2026/06/19,マツモトキヨシ,1980,1回,1980,国内,DUMMY-20M10-008
2026/06/21,ビックカメラ,7800,1回,7800,国内,DUMMY-20M10-009
2026/06/08,美容室サンプル,8800,1回,8800,国内,DUMMY-20F01-016
2026/06/10,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F01-017
2026/06/12,成城石井,3100,1回,3100,国内,DUMMY-20F01-018
2026/06/09,美容室サンプル,8800,1回,8800,国内,DUMMY-20F02-015
2026/06/11,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F02-016
2026/06/13,成城石井,3100,1回,3100,国内,DUMMY-20F02-017
2026/06/10,美容室サンプル,8800,1回,8800,国内,DUMMY-20F03-014
2026/06/12,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F03-015
2026/06/14,成城石井,3100,1回,3100,国内,DUMMY-20F03-016
2026/06/11,美容室サンプル,8800,1回,8800,国内,DUMMY-20F04-013
2026/06/13,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F04-014
2026/06/15,成城石井,3100,1回,3100,国内,DUMMY-20F04-015
2026/06/12,美容室サンプル,8800,1回,8800,国内,DUMMY-20F05-012
2026/06/14,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F05-013
2026/06/16,成城石井,3100,1回,3100,国内,DUMMY-20F05-014
2026/06/13,美容室サンプル,8800,1回,8800,国内,DUMMY-20F06-011
2026/06/15,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F06-012
2026/06/17,成城石井,3100,1回,3100,国内,DUMMY-20F06-013
2026/06/25,美容室サンプル,6800,1回,6800,国内,DUMMY-20F06-031
2026/06/14,美容室サンプル,8800,1回,8800,国内,DUMMY-20F07-010
2026/06/16,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F07-011
2026/06/18,成城石井,3100,1回,3100,国内,DUMMY-20F07-012
2026/06/15,美容室サンプル,8800,1回,8800,国内,DUMMY-20F08-009
2026/06/17,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F08-010
2026/06/19,成城石井,3100,1回,3100,国内,DUMMY-20F08-011
2026/06/27,美容室サンプル,6800,1回,6800,国内,DUMMY-20F08-029
2026/06/01,紀伊國屋書店,3400,1回,3400,国内,DUMMY-20F08-030
2026/06/16,美容室サンプル,8800,1回,8800,国内,DUMMY-20F09-008
2026/06/18,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F09-009
2026/06/20,成城石井,3100,1回,3100,国内,DUMMY-20F09-010
2026/06/17,美容室サンプル,8800,1回,8800,国内,DUMMY-20F10-007
2026/06/19,紀伊國屋書店,1200,1回,1200,国内,DUMMY-20F10-008
2026/06/21,成城石井,3100,1回,3100,国内,DUMMY-20F10-009
2026/06/01,美容室サンプル,6800,1回,6800,国内,DUMMY-20F10-027
2026/06/03,紀伊國屋書店,3400,1回,3400,国内,DUMMY-20F10-028
2026/06/05,成城石井,3100,1回,3100,国内,DUMMY-20F10-029
2026/06/08,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M01-016
2026/06/10,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M01-017
2026/06/12,Amazon,12500,1回,12500,国内,DUMMY-30M01-018
2026/06/09,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M02-015
2026/06/11,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M02-016
2026/06/13,Amazon,12500,1回,12500,国内,DUMMY-30M02-017
2026/06/10,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M03-014
2026/06/12,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M03-015
2026/06/14,Amazon,12500,1回,12500,国内,DUMMY-30M03-016
2026/06/11,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M04-013
2026/06/13,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M04-014
2026/06/15,Amazon,12500,1回,12500,国内,DUMMY-30M04-015
2026/06/12,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M05-012
2026/06/14,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M05-013
2026/06/16,Amazon,12500,1回,12500,国内,DUMMY-30M05-014
2026/06/24,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M05-032
2026/06/13,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M06-011
2026/06/15,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M06-012
2026/06/17,Amazon,12500,1回,12500,国内,DUMMY-30M06-013
2026/06/14,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M07-010
2026/06/16,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M07-011
2026/06/18,Amazon,12500,1回,12500,国内,DUMMY-30M07-012
2026/06/26,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M07-030
2026/06/28,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M07-031
2026/06/15,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M08-009
2026/06/17,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M08-010
2026/06/19,Amazon,12500,1回,12500,国内,DUMMY-30M08-011
2026/06/16,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M09-008
2026/06/18,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M09-009
2026/06/20,Amazon,12500,1回,12500,国内,DUMMY-30M09-010
2026/06/28,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M09-028
2026/06/02,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M09-029
2026/06/04,Amazon,12500,1回,12500,国内,DUMMY-30M09-030
2026/06/17,ヨドバシカメラ,8900,1回,8900,国内,DUMMY-30M10-007
2026/06/19,マツモトキヨシ,2400,1回,2400,国内,DUMMY-30M10-008
2026/06/21,Amazon,12500,1回,12500,国内,DUMMY-30M10-009
2026/06/08,ユニクロ,5400,1回,5400,国内,DUMMY-30F01-016
2026/06/10,無印良品,3800,1回,3800,国内,DUMMY-30F01-017
2026/06/12,美容室サンプル,6800,1回,6800,国内,DUMMY-30F01-018
2026/06/09,ユニクロ,5400,1回,5400,国内,DUMMY-30F02-015
2026/06/11,無印良品,3800,1回,3800,国内,DUMMY-30F02-016
2026/06/13,美容室サンプル,6800,1回,6800,国内,DUMMY-30F02-017
2026/06/10,ユニクロ,5400,1回,5400,国内,DUMMY-30F03-014
2026/06/12,無印良品,3800,1回,3800,国内,DUMMY-30F03-015
2026/06/14,美容室サンプル,6800,1回,6800,国内,DUMMY-30F03-016
2026/06/11,ユニクロ,5400,1回,5400,国内,DUMMY-30F04-013
2026/06/13,無印良品,3800,1回,3800,国内,DUMMY-30F04-014
2026/06/15,美容室サンプル,6800,1回,6800,国内,DUMMY-30F04-015
2026/06/12,ユニクロ,5400,1回,5400,国内,DUMMY-30F05-012
2026/06/14,無印良品,3800,1回,3800,国内,DUMMY-30F05-013
2026/06/16,美容室サンプル,6800,1回,6800,国内,DUMMY-30F05-014
2026/06/13,ユニクロ,5400,1回,5400,国内,DUMMY-30F06-011
2026/06/15,無印良品,3800,1回,3800,国内,DUMMY-30F06-012
2026/06/17,美容室サンプル,6800,1回,6800,国内,DUMMY-30F06-013
2026/06/14,ユニクロ,5400,1回,5400,国内,DUMMY-30F07-010
2026/06/16,無印良品,3800,1回,3800,国内,DUMMY-30F07-011
2026/06/18,美容室サンプル,6800,1回,6800,国内,DUMMY-30F07-012
2026/06/15,ユニクロ,5400,1回,5400,国内,DUMMY-30F08-009
2026/06/17,無印良品,3800,1回,3800,国内,DUMMY-30F08-010
2026/06/19,美容室サンプル,6800,1回,6800,国内,DUMMY-30F08-011
2026/06/16,ユニクロ,5400,1回,5400,国内,DUMMY-30F09-008
2026/06/18,無印良品,3800,1回,3800,国内,DUMMY-30F09-009
2026/06/20,美容室サンプル,6800,1回,6800,国内,DUMMY-30F09-010
