presentation_demo_user,0000-0000-0000-0000,三井住友カードＶＩＳＡ（ＮＬ）
2026/01/02,ENEOS サンプル店,72,1回,72,国内,DUMMY-2026-0024
2026/01/05,東京ガス サンプル,144,1回,144,国内,DUMMY-2026-0026
2026/01/08,NTT サンプル,128,1回,128,国内,DUMMY-2026-0028
2026/01/11,サンプル住宅ローン,88,1回,88,国内,DUMMY-2026-0030
2026/01/12,サンプルサービスC,400,1回,400,国内,DUMMY-2026-0003
2026/01/13,楽天市場 サンプル購入,1456,1回,1456,国内,DUMMY-2026-0014
2026/01/19,ABC-MART サンプル店,520,1回,520,国内,DUMMY-2026-0018
2026/01/20,サイゼリヤ サンプル店,1404,1回,1404,国内,DUMMY-2026-0012
2026/01/22,Netflix サンプル,160,1回,160,国内,DUMMY-2026-0020
2026/01/27,サンプルサービスF,400,1回,400,国内,DUMMY-2026-0006
2026/02/02,ENEOS サンプル店,72,1回,72,国内,DUMMY-2026-0054
2026/02/05,東京ガス サンプル,144,1回,144,国内,DUMMY-2026-0056
2026/02/08,NTT サンプル,128,1回,128,国内,DUMMY-2026-0058
2026/02/11,サンプル住宅ローン,88,1回,88,国内,DUMMY-2026-0060
2026/02/12,サンプルサービスC,400,1回,400,国内,DUMMY-2026-0033
2026/02/13,楽天市場 サンプル購入,1456,1回,1456,国内,DUMMY-2026-0044
2026/02/19,ABC-MART サンプル店,520,1回,520,国内,DUMMY-2026-0048
2026/02/20,サイゼリヤ サンプル店,1404,1回,1404,国内,DUMMY-2026-0042
2026/02/22,Netflix サンプル,160,1回,160,国内,DUMMY-2026-0050
2026/02/27,サンプルサービスF,400,1回,400,国内,DUMMY-2026-0036
2026/03/02,ENEOS サンプル店,72,1回,72,国内,DUMMY-2026-0084
2026/03/05,東京ガス サンプル,144,1回,144,国内,DUMMY-2026-0086
2026/03/08,NTT サンプル,128,1回,128,国内,DUMMY-2026-0088
2026/03/11,サンプル住宅ローン,88,1回,88,国内,DUMMY-2026-0090
2026/03/12,サンプルサービスC,400,1回,400,国内,DUMMY-2026-0063
2026/03/13,楽天市場 サンプル購入,1456,1回,1456,国内,DUMMY-2026-0074
2026/03/19,ABC-MART サンプル店,520,1回,520,国内,DUMMY-2026-0078
2026/03/20,サイゼリヤ サンプル店,1404,1回,1404,国内,DUMMY-2026-0072
